,clusters
5792,7
5793,7
5794,2
5795,2
5796,1
5797,1
5798,12
5799,5
5800,1
5801,1
5802,1
5803,1
5804,1
5805,1
5806,1
5807,6
5808,4
5809,4
5810,1
5811,1
5812,7
5813,1
5814,1
5815,11
5816,7
5817,4
5818,7
5819,8
5820,4
5821,10
5822,4
5823,4
5824,4
5825,4
5826,1
5827,1
5828,4
5829,2
5830,2
5831,5
5832,5
5833,4
5834,11
5835,3
5836,5
5837,7
5838,9
5839,0
5840,10
5841,12
5842,8
5843,4
5844,9
5845,5
5846,4
5847,6
5848,7
5849,12
5850,5
5851,5
5852,10
5853,6
5854,11
5855,4
5856,4
5857,4
5858,4
5859,7
5860,7
5861,12
5862,4
5863,7
5864,6
5865,12
5866,4
5867,6
5868,4
5869,9
5870,2
5871,3
5872,9
5873,3
5874,12
5875,9
5876,8
5877,4
5878,9
5879,6
5880,6
5881,6
5882,6
5883,10
5884,7
5885,10
5886,8
5887,9
5888,7
5889,4
5890,7
5891,4
5892,10
5893,11
5894,6
5895,7
5896,11
5897,0
5898,8
5899,4
5900,8
5901,8
5902,8
5903,8
5904,10
5905,8
5906,3
5907,9
5908,3
5909,2
5910,9
5911,8
5912,8
5913,8
5914,8
5915,6
5916,9
5917,10
5918,9
5919,10
5920,4
5921,4
5922,4
5923,4
5924,4
5925,4
5926,4
5927,4
5928,12
5929,11
5930,9
5931,4
5932,11
5933,11
5934,4
5935,7
5936,12
5937,0
5938,4
5939,4
5940,4
5941,3
5942,9
5943,11
5944,7
5945,0
5946,6
5947,3
5948,3
5949,7
5950,0
5951,7
5952,8
5953,3
5954,3
5955,3
5956,0
5957,3
5958,3
5959,7
5960,7
5961,7
5962,9
5963,4
5964,11
5965,9
5966,6
5967,3
5968,7
5969,6
5970,5
5971,3
5972,3
5973,3
5974,3
5975,3
5976,3
5977,7
5978,12
5979,12
5980,4
5981,12
5982,12
5983,0
5984,11
5985,5
5986,8
5987,11
5988,4
5989,7
5990,10
5991,12
5992,9
5993,12
5994,7
5995,9
5996,9
5997,7
5998,10
5999,6
6000,5
6001,10
6002,8
6003,7
6004,11
6005,11
6006,10
6007,4
6008,9
6009,11
6010,6
6011,4
6012,4
6013,10
6014,4
6015,4
6016,1
6017,1
6018,1
6019,1
6020,1
6021,4
6022,5
6023,6
6024,6
6025,4
6026,12
6027,10
6028,6
6029,7
6030,12
6031,0
6032,4
6033,7
6034,6
6035,7
6036,7
6037,3
6038,0
6039,5
6040,7
6041,5
6042,3
6043,10
6044,10
6045,1
6046,1
6047,7
6048,11
6049,9
6050,5
6051,7
6052,3
6053,8
6054,4
6055,7
6056,4
6057,6
6058,4
6059,0
6060,8
6061,10
6062,10
6063,3
6064,10
6065,10
6066,12
6067,3
6068,10
6069,2
6070,11
6071,6
6072,9
6073,7
6074,7
6075,4
6076,4
6077,3
6078,6
6079,11
6080,6
6081,12
6082,0
6083,6
6084,6
6085,7
6086,7
6087,10
6088,8
6089,4
6090,3
6091,9
6092,9
6093,8
6094,7
6095,5
6096,7
6097,7
6098,11
6099,4
6100,11
6101,8
6102,4
6103,3
6104,3
6105,3
6106,3
6107,3
6108,3
6109,8
6110,10
6111,9
6112,4
6113,4
6114,3
6115,3
6116,3
6117,4
6118,4
6119,6
6120,7
6121,11
6122,11
6123,3
6124,6
6125,4
6126,6
6127,8
6128,6
6129,6
6130,2
6131,6
6132,9
6133,11
6134,6
6135,3
6136,6
6137,9
6138,6
6139,4
6140,7
6141,3
6142,7
6143,4
6144,4
6145,3
6146,3
6147,3
6148,3
6149,0
6150,6
6151,6
6152,6
6153,10
6154,11
6155,6
6156,3
6157,3
6158,3
6159,6
6160,4
6161,4
6162,4
6163,3
6164,6
6165,6
6166,6
6167,6
6168,8
6169,8
6170,4
6171,8
6172,7
6173,6
6174,6
6175,4
6176,7
6177,6
6178,7
6179,7
6180,7
6181,7
6182,7
6183,7
6184,4
6185,6
6186,4
6187,7
6188,11
6189,4
6190,9
6191,9
6192,7
6193,10
6194,7
6195,7
6196,3
6197,10
6198,10
6199,10
6200,10
6201,4
6202,4
6203,3
6204,10
6205,4
6206,9
6207,10
6208,7
6209,10
6210,7
6211,7
6212,2
6213,3
6214,7
6215,7
6216,3
6217,3
6218,4
6219,7
6220,9
6221,10
6222,4
6223,4
6224,4
6225,9
6226,7
6227,9
6228,8
6229,6
6230,2
6231,7
6232,7
6233,4
6234,4
6235,7
6236,6
6237,0
6238,7
6239,4
6240,4
6241,7
6242,7
6243,4
6244,8
6245,6
6246,4
6247,7
6248,4
6249,5
6250,6
6251,4
6252,10
6253,3
6254,10
6255,6
6256,5
6257,3
6258,8
6259,5
6260,5
6261,7
6262,10
6263,8
6264,6
6265,7
6266,7
6267,8
6268,6
6269,5
6270,7
6271,10
6272,4
6273,12
6274,12
6275,0
6276,10
6277,11
6278,9
6279,2
6280,7
6281,5
6282,5
6283,7
6284,7
6285,3
6286,8
6287,0
6288,8
6289,9
6290,5
6291,7
6292,4
6293,7
6294,11
6295,9
6296,4
6297,6
6298,11
6299,6
6300,6
6301,6
6302,9
6303,7
6304,7
6305,9
6306,4
6307,2
6308,4
6309,10
6310,4
6311,5
6312,4
6313,6
6314,8
6315,6
6316,4
6317,7
6318,10
6319,7
6320,7
6321,10
6322,9
6323,6
6324,6
6325,7
6326,4
6327,10
6328,3
6329,9
6330,4
6331,3
6332,5
6333,4
6334,3
6335,7
6336,4
6337,4
6338,4
6339,11
6340,12
6341,9
6342,8
6343,6
6344,7
6345,10
6346,9
6347,4
6348,2
6349,8
6350,7
6351,4
6352,4
6353,4
6354,7
6355,4
6356,11
6357,9
6358,8
6359,5
6360,3
6361,10
6362,10
6363,10
6364,10
6365,3
6366,2
6367,10
6368,10
6369,2
6370,3
6371,4
6372,3
6373,7
6374,6
6375,4
6376,8
6377,8
6378,6
6379,1
6380,1
6381,1
6382,1
6383,1
6384,1
6385,1
6386,10
6387,10
6388,4
6389,4
6390,12
6391,12
6392,6
6393,4
6394,4
6395,4
6396,1
6397,1
6398,4
6399,1
6400,1
6401,4
6402,4
6403,12
6404,2
6405,5
6406,7
6407,11
6408,4
6409,3
6410,3
6411,3
6412,3
6413,3
6414,5
6415,8
6416,6
6417,5
6418,6
6419,7
6420,11
6421,11
6422,8
6423,4
6424,4
6425,3
6426,3
6427,3
6428,3
6429,3
6430,3
6431,4
6432,2
6433,9
6434,12
6435,9
6436,7
6437,3
6438,9
6439,11
6440,4
6441,7
6442,9
6443,7
6444,11
6445,9
6446,10
6447,9
6448,0
6449,9
6450,3
6451,3
6452,3
6453,3
6454,3
6455,3
6456,3
6457,3
6458,3
6459,9
6460,4
6461,3
6462,3
6463,3
6464,0
6465,4
6466,8
6467,6
6468,8
6469,3
6470,2
6471,8
6472,11
6473,0
6474,9
6475,6
6476,8
6477,6
6478,4
6479,9
6480,7
6481,9
6482,10
6483,12
6484,2
6485,3
6486,3
6487,4
6488,6
6489,6
6490,12
6491,8
6492,6
6493,4
6494,12
6495,4
6496,4
6497,4
6498,10
6499,10
6500,4
6501,3
6502,7
6503,7
6504,12
6505,12
6506,12
6507,10
6508,12
6509,12
6510,6
6511,4
6512,7
6513,7
6514,9
6515,8
6516,4
6517,8
6518,6
6519,10
6520,9
6521,10
6522,4
6523,0
6524,4
6525,12
6526,4
6527,12
6528,0
6529,7
6530,12
6531,9
6532,6
6533,4
6534,6
6535,10
6536,6
6537,4
6538,12
6539,5
6540,9
6541,3
6542,3
6543,11
6544,7
6545,10
6546,6
6547,12
6548,9
6549,9
6550,11
6551,9
6552,6
6553,3
6554,4
6555,4
6556,4
6557,4
6558,4
6559,4
6560,4
6561,4
6562,7
6563,6
6564,7
6565,7
6566,0
6567,12
6568,2
6569,2
6570,4
6571,7
6572,9
6573,10
6574,10
6575,4
6576,4
6577,2
6578,7
6579,2
6580,6
6581,7
6582,7
6583,8
6584,6
6585,3
6586,3
6587,7
6588,7
6589,12
6590,3
6591,4
6592,3
6593,2
6594,3
6595,9
6596,6
6597,10
6598,8
6599,9
6600,6
6601,6
6602,3
6603,4
6604,12
6605,6
6606,6
6607,0
6608,4
6609,8
6610,6
6611,9
6612,4
6613,2
6614,4
6615,7
6616,11
6617,4
6618,3
6619,3
6620,3
6621,3
6622,7
6623,7
6624,2
6625,7
6626,7
6627,3
6628,10
6629,6
6630,3
6631,8
6632,11
6633,2
6634,6
6635,3
6636,9
6637,10
6638,2
6639,10
6640,6
6641,10
6642,1
6643,9
6644,6
6645,6
6646,3
6647,2
6648,4
6649,11
6650,9
6651,6
6652,3
6653,10
6654,6
6655,9
6656,7
6657,3
6658,3
6659,2
6660,10
6661,10
6662,6
6663,12
6664,9
6665,4
6666,7
6667,5
6668,5
6669,12
6670,7
6671,4
6672,2
6673,7
6674,9
6675,12
6676,3
6677,9
6678,12
6679,9
6680,10
6681,9
6682,9
6683,2
6684,0
6685,4
6686,8
6687,2
6688,9
6689,12
6690,10
6691,7
6692,6
6693,3
6694,0
6695,6
6696,9
6697,6
6698,8
6699,4
6700,4
6701,6
6702,8
6703,4
6704,5
6705,7
6706,7
6707,4
6708,4
6709,4
6710,6
6711,5
6712,3
6713,4
6714,3
6715,3
6716,8
6717,7
6718,3
6719,9
6720,9
6721,12
6722,2
6723,2
6724,6
6725,9
6726,4
6727,6
6728,8
6729,8
6730,4
6731,0
6732,8
6733,7
6734,6
6735,8
6736,7
6737,1
6738,4
6739,6
6740,12
6741,7
6742,8
6743,10
6744,4
6745,6
6746,8
6747,12
6748,11
6749,4
6750,6
6751,7
6752,4
6753,4
6754,11
6755,8
6756,6
6757,0
6758,9
6759,4
6760,4
6761,6
6762,11
6763,12
6764,0
6765,4
6766,5
6767,6
6768,4
6769,4
6770,8
6771,10
6772,10
6773,6
6774,4
6775,7
6776,7
6777,6
6778,10
6779,0
6780,1
6781,7
6782,4
6783,8
6784,7
6785,4
6786,7
6787,8
6788,7
6789,4
6790,3
6791,3
6792,8
6793,1
6794,0
6795,7
6796,10
6797,2
6798,3
6799,0
6800,7
6801,11
6802,1
6803,7
6804,4
6805,5
6806,0
6807,8
6808,7
6809,7
6810,10
6811,4
6812,5
6813,4
6814,4
6815,10
6816,2
6817,3
6818,10
6819,4
6820,5
6821,6
6822,2
6823,4
6824,5
6825,4
6826,3
6827,4
6828,7
6829,7
6830,5
6831,11
6832,8
6833,7
6834,11
6835,5
6836,10
6837,5
6838,4
6839,4
6840,4
6841,10
6842,3
6843,11
6844,7
6845,6
6846,8
6847,1
6848,11
6849,4
6850,5
6851,4
6852,1
6853,5
6854,5
6855,1
6856,7
6857,2
6858,11
6859,5
6860,7
6861,4
6862,5
6863,7
6864,4
6865,4
6866,3
6867,4
6868,9
6869,4
6870,4
6871,8
6872,3
6873,8
6874,1
6875,4
6876,6
6877,4
6878,12
6879,8
6880,6
6881,7
6882,10
6883,9
6884,5
6885,8
6886,1
6887,4
6888,2
6889,12
6890,10
6891,8
6892,4
6893,11
6894,8
6895,3
6896,4
6897,4
6898,11
6899,4
6900,3
6901,11
6902,7
6903,4
6904,12
6905,3
6906,7
6907,4
6908,4
6909,1
6910,5
6911,12
6912,3
6913,10
6914,10
6915,4
6916,8
6917,4
6918,4
6919,7
6920,7
6921,8
6922,5
6923,0
6924,11
6925,10
6926,3
6927,8
6928,4
6929,10
6930,4
6931,4
6932,6
6933,1
6934,4
6935,6
6936,10
6937,4
6938,0
6939,8
6940,6
6941,6
6942,5
6943,6
6944,6
6945,10
6946,12
6947,9
6948,2
6949,4
6950,10
6951,1
6952,4
6953,6
6954,7
6955,12
6956,2
6957,10
6958,2
6959,10
6960,6
6961,2
6962,10
6963,3
6964,4
6965,8
6966,2
6967,5
6968,8
6969,3
6970,4
6971,4
6972,7
6973,4
6974,10
6975,7
6976,4
6977,4
6978,12
6979,5
6980,6
6981,0
6982,0
6983,1
6984,4
6985,0
6986,4
6987,4
6988,7
6989,10
6990,4
6991,6
6992,4
6993,7
6994,2
6995,0
6996,7
6997,10
6998,2
6999,5
7000,4
7001,4
7002,8
7003,6
7004,9
7005,8
7006,7
7007,4
7008,10
7009,4
7010,4
7011,12
7012,0
7013,3
7014,9
7015,6
7016,1
7017,1
7018,8
7019,10
7020,5
7021,7
7022,9
7023,4
7024,6
7025,11
7026,2
7027,10
7028,6
7029,7
7030,11
7031,4
7032,3
7033,7
7034,10
7035,10
7036,10
7037,4
7038,10
7039,11
7040,8
7041,5
7042,6
7043,4
7044,1
7045,7
7046,7
7047,4
7048,5
7049,10
7050,7
7051,4
7052,3
7053,5
7054,8
7055,10
7056,12
7057,7
7058,4
7059,5
7060,6
7061,11
7062,2
7063,7
7064,0
7065,7
7066,4
7067,2
7068,10
7069,7
7070,4
7071,11
7072,4
7073,6
7074,10
7075,4
7076,5
7077,11
7078,4
7079,10
7080,4
7081,1
7082,4
7083,5
7084,3
7085,10
7086,11
7087,4
7088,4
7089,6
7090,1
7091,4
7092,4
7093,4
7094,4
7095,12
7096,10
7097,1
7098,2
7099,4
7100,3
7101,4
7102,4
7103,6
7104,7
7105,4
7106,1
7107,4
7108,1
7109,4
7110,12
7111,5
7112,9
7113,4
7114,4
7115,1
7116,6
7117,4
7118,9
7119,10
7120,10
7121,9
7122,11
7123,4
7124,9
7125,4
7126,4
7127,9
7128,10
7129,1
7130,6
7131,0
7132,11
7133,2
7134,4
7135,8
7136,5
7137,1
7138,1
7139,6
7140,11
7141,9
7142,6
7143,6
7144,4
7145,7
7146,4
7147,8
7148,7
7149,12
7150,9
7151,4
7152,4
7153,8
7154,12
7155,4
7156,8
7157,3
7158,4
7159,7
7160,5
7161,4
7162,4
7163,4
7164,0
7165,4
7166,12
7167,4
7168,8
7169,4
7170,4
7171,11
7172,4
7173,7
7174,8
7175,1
7176,8
7177,5
7178,10
7179,11
7180,6
7181,9
7182,4
7183,4
7184,10
7185,1
7186,7
7187,5
7188,6
7189,8
7190,7
7191,8
7192,11
7193,4
7194,4
7195,6
7196,4
7197,5
7198,3
7199,4
7200,1
7201,8
7202,9
7203,4
7204,11
7205,0
7206,7
7207,7
7208,8
7209,7
7210,1
7211,5
7212,4
7213,5
7214,7
7215,7
7216,4
7217,11
7218,1
7219,6
7220,4
7221,12
7222,10
7223,2
7224,4
7225,4
7226,7
7227,11
7228,4
7229,4
7230,10
7231,10
7232,10
7233,4
7234,1
7235,11
7236,3
7237,3
7238,4
7239,5
7240,4
7241,4
7242,10
7243,9
7244,1
7245,7
7246,8
7247,7
7248,11
7249,1
7250,9
7251,4
7252,7
7253,10
7254,4
7255,4
7256,10
7257,7
7258,0
7259,4
7260,12
7261,4
7262,7
7263,9
7264,5
7265,2
7266,7
7267,1
7268,4
7269,11
7270,4
7271,4
7272,4
7273,11
7274,4
7275,7
7276,9
7277,10
7278,8
7279,4
7280,7
7281,8
7282,3
7283,11
7284,8
7285,10
7286,4
7287,4
7288,11
7289,4
7290,4
7291,4
7292,7
7293,2
7294,4
7295,6
7296,4
7297,0
7298,6
7299,9
7300,4
7301,4
7302,3
7303,9
7304,10
7305,8
7306,7
7307,10
7308,4
7309,4
7310,2
7311,2
7312,8
7313,6
7314,7
7315,12
7316,0
7317,4
7318,6
7319,9
7320,3
7321,0
7322,11
7323,4
7324,4
7325,3
7326,4
7327,8
7328,4
7329,10
7330,6
7331,4
7332,7
7333,4
7334,11
7335,5
7336,4
7337,10
7338,4
7339,9
7340,9
7341,10
7342,6
7343,7
7344,4
7345,6
7346,5
7347,6
7348,10
7349,8
7350,8
7351,1
7352,10
7353,1
7354,4
7355,8
7356,8
7357,11
7358,4
7359,10
7360,7
7361,4
7362,7
7363,10
7364,5
7365,4
7366,4
7367,4
7368,4
7369,6
7370,4
7371,4
7372,6
7373,12
7374,4
7375,2
7376,9
7377,4
7378,4
7379,2
7380,4
7381,10
7382,7
7383,4
7384,4
7385,12
7386,8
7387,4
7388,4
7389,1
7390,12
7391,9
7392,8
7393,1
7394,1
7395,4
7396,7
7397,4
7398,4
7399,5
7400,10
7401,8
7402,7
7403,4
7404,4
7405,8
7406,6
7407,1
7408,1
7409,10
7410,12
7411,7
7412,6
7413,6
7414,4
7415,10
7416,9
7417,9
7418,10
7419,8
7420,6
7421,10
7422,9
7423,4
7424,12
7425,9
7426,7
7427,1
7428,8
7429,10
7430,10
7431,6
7432,4
7433,6
7434,1
7435,7
7436,7
7437,4
7438,7
7439,4
7440,5
7441,1
7442,1
7443,9
7444,4
7445,12
7446,3
7447,7
7448,4
7449,2
7450,4
7451,12
7452,9
7453,6
7454,4
7455,4
7456,1
7457,4
7458,7
7459,7
7460,7
7461,4
7462,4
7463,11
7464,10
7465,11
7466,4
7467,10
7468,3
7469,7
7470,4
7471,10
7472,4
7473,7
